row,col,latitude,longitude,Map Data
3,14,18.921309256207156,72.91766846981947,
3,15,18.921309256207156,72.9271736056691,Jawaharlal Nehru Port is a Industrial; 
3,16,18.921309256207156,72.93667874151872,
3,17,18.921309256207156,72.94618387736834,
3,18,18.921309256207156,72.95568901321795,Jawaharlal Nehru Port is a Industrial; JNPT is a Industrial; 
3,19,18.921309256207156,72.96519414906757,JNPT is a Industrial; 
3,20,18.921309256207156,72.9746992849172,JNPT is a Industrial; 
3,21,18.921309256207156,72.98420442076682,
3,22,18.921309256207156,72.99370955661644,Jawaharlal Nehru Port Trust is a Industrial; 
3,23,18.921309256207156,73.00321469246605,Belpada is a Residential; Nhava Creek is a Natural; 
3,24,18.921309256207156,73.01271982831567,Shivaji Maharaj And Ramdas Statue is a Leisure & Entertainment; Belpada is a Residential; 
3,25,18.921309256207156,73.02222496416529,Jijamata Hospital  Raigarh is a Healthcare; 
3,26,18.921309256207156,73.03173010001491,
3,27,18.921309256207156,73.04123523586453,
3,28,18.921309256207156,73.05074037171414,
3,29,18.921309256207156,73.06024550756376,
3,30,18.921309256207156,73.06975064341339,
3,31,18.921309256207156,73.07925577926301,
3,32,18.921309256207156,73.08876091511263,
3,33,18.921309256207156,73.09826605096224,
3,34,18.921309256207156,73.10777118681186,
4,0,18.930302472266344,72.78459656792481,
4,1,18.930302472266344,72.79410170377443,
4,2,18.930302472266344,72.80360683962405,
4,3,18.930302472266344,72.81311197547366,
